title,url_2022,url_2026,score,rank,popularity,has_v2022,has_v2026,v2022_saturation_mean,v2022_brightness_mean,v2022_contrast_rms,v2022_edge_density,v2022_color_entropy,v2026_saturation_mean,v2026_brightness_mean,v2026_contrast_rms,v2026_edge_density,v2026_color_entropy,diff_edge,diff_sat,diff_bright,diff_entropy,cover_changed
A Business Proposal,https://d30womf5coomej.cloudfront.net/sa/63/5c482d20-3382-425d-bce7-7221e31e9fc4_z.jpg,https://myanimelist.net/images/manga/1/242318l.jpg,7.92,1105.0,1746,True,True,35.1034,192.8481,80.2937,11.9988,7.0062,65.433,160.2265,79.3706,7.0512,6.2396,4.9475999999999996,30.329600000000006,32.6216,0.76659966,True
They Say I Was Born a King's Daughter,https://d30womf5coomej.cloudfront.net/sa/cc/59ffe0f5-2865-43df-8284-713e96c5abbb_z.jpg,https://myanimelist.net/images/manga/1/261914l.jpg,5.81,22073.0,11597,True,True,59.8583,205.3624,60.2409,11.1829,7.4138,59.1931,193.5607,68.8823,13.2798,7.3276,2.0968999999999998,0.6651999999999987,11.801700000000011,0.08619976,True
Solo Leveling,https://d30womf5coomej.cloudfront.net/sa/26/3011639e-c9af-4eb7-936c-a4b0868ea868_z.jpg,https://myanimelist.net/images/manga/3/222295l.jpg,8.58,122.0,5,True,True,74.0248,103.2342,76.8483,14.0325,7.6657,53.8433,161.5224,86.3742,11.2183,7.1383,2.8142000000000014,20.1815,58.2882,0.5274,True
50 Tea Recipes from the Duchess,https://d30womf5coomej.cloudfront.net/sa/f0/5ad96574-7d08-4e58-9348-f97fa2932488_z.jpg,https://myanimelist.net/images/manga/1/261888l.jpg,7.27,5690.0,3340,True,True,65.0653,194.8808,64.1579,18.0242,7.568,71.7844,195.3368,65.4085,20.3157,7.5889,2.291499999999999,6.719100000000012,0.4560000000000173,0.02090025,True
This Villainess Wants a Divorce!,https://d30womf5coomej.cloudfront.net/sa/25/2472e4e1-1347-4e3e-a867-4e4ad0ccdd80_z.jpg,https://myanimelist.net/images/manga/3/253645l.jpg,7.38,4495.0,2017,True,True,58.9252,208.3447,73.6618,12.7346,7.3255,61.5058,207.0435,77.4545,11.9862,7.2168,0.7484000000000002,2.580600000000004,1.3011999999999944,0.1086998,True
Adonis,https://d30womf5coomej.cloudfront.net/sa/59/e79ffbe3-5889-4e82-902c-e3c91aca3ec0_z.jpg,https://myanimelist.net/images/manga/2/276444l.jpg,6.88,11743.0,7939,True,True,142.3891,142.3128,71.8501,11.1029,7.9026,112.6675,123.6823,63.9658,11.6589,6.4861,0.5559999999999992,29.72160000000001,18.630500000000012,1.4164996,True
The Monstrous Duke's Adopted Daughter,https://d30womf5coomej.cloudfront.net/sa/4d/5268de73-f36f-47a7-a90f-fd141f9da254_z.jpg,https://myanimelist.net/images/manga/1/249936l.jpg,7.58,2812.0,2178,True,True,56.3415,201.9319,70.1552,14.3088,7.4266,50.053,177.9394,78.2259,16.2498,7.3674,1.9410000000000007,6.288500000000006,23.992500000000007,0.05919981,True
Beware the Villainess!,https://d30womf5coomej.cloudfront.net/sa/e8/6b3c62d4-7478-492b-83f4-8c59b60677fc_z.jpg,https://myanimelist.net/images/manga/2/260779l.jpg,7.74,1795.0,975,True,True,99.8828,167.6282,79.6427,16.325,7.9336,66.0974,181.0093,81.4904,15.6216,7.5498,0.7033999999999985,33.78540000000001,13.381100000000004,0.38380003,True
"What's Wrong with You, Duke?",https://d30womf5coomej.cloudfront.net/sa/85/d9db5e0f-2f0b-4fc5-aa57-2aa0158632fd_z.jpg,https://myanimelist.net/images/manga/2/253711l.jpg,7.27,5684.0,3862,True,True,70.9271,198.6386,69.2581,10.9558,7.6195,61.2629,212.1988,68.2552,13.59,7.1228,2.6342,9.664199999999994,13.560200000000009,0.4967003,True
Villains Are Destined to Die,https://d30womf5coomej.cloudfront.net/sa/ba/bd321b26-680a-4911-b675-94a41efce1bf_z.jpg,https://myanimelist.net/images/manga/5/303096l.jpg,8.47,199.0,409,True,True,97.9336,163.9429,80.6711,14.16,7.8945,106.8461,135.1291,73.3374,14.4821,7.8481,0.3221000000000007,8.912500000000009,28.813800000000015,0.046399593,True
My Secretly Hot Husband,https://d30womf5coomej.cloudfront.net/sa/b2/7b5d783f-5f59-4409-9f03-194f9a6a3665_z.jpg,https://myanimelist.net/images/manga/2/264633l.jpg,7.47,3565.0,2375,True,True,61.156,151.8849,76.9469,16.395,7.8335,94.9984,134.927,65.5678,17.5205,7.573,1.1254999999999988,33.842400000000005,16.957899999999995,0.26049995,True
The Soulless Duchess,https://d30womf5coomej.cloudfront.net/sa/6b/47a19220-7a83-4f3e-a66b-74c82f9e4c00_z.jpg,https://myanimelist.net/images/manga/2/254959l.jpg,6.83,12525.0,5000,True,True,44.2014,223.2394,58.8159,14.6308,6.7821,57.799,226.4538,55.5004,14.3826,6.4803,0.24820000000000064,13.5976,3.214400000000012,0.30180025,True
Flirting with The Villain's Dad,https://d30womf5coomej.cloudfront.net/sa/1b/470575b7-388c-4c5b-81b8-d49152b21b7a_z.jpg,https://myanimelist.net/images/manga/3/248837l.jpg,7.63,2412.0,1804,True,True,71.5384,153.1583,88.1333,10.7246,7.4304,39.5027,233.1563,49.8699,11.9763,6.1924,1.2516999999999996,32.0357,79.99799999999999,1.2379999,True
Daughter of the Archmage,https://d30womf5coomej.cloudfront.net/sa/ae/69343c99-d72a-486c-8ad2-05687269110f_z.jpg,https://myanimelist.net/images/manga/2/331291l.jpg,6.39,19347.0,26670,True,True,79.377,189.2058,84.4075,12.385,7.3133,66.2271,215.9567,65.5973,9.2598,7.2147,3.1251999999999995,13.149900000000002,26.7509,0.09859991,True
The Archmage Returns After 4000 Years,https://d30womf5coomej.cloudfront.net/sa/ed/8a7e44e7-41e4-4c0e-8dab-6c9afca8958f_z.jpg,https://myanimelist.net/images/manga/1/261964l.jpg,7.41,4127.0,790,True,True,132.4963,131.6329,70.6755,12.2354,7.87,96.5837,165.5583,70.8712,13.9996,7.9557,1.7641999999999989,35.9126,33.925399999999996,0.085700035,True
Just Leave Me Be,https://d30womf5coomej.cloudfront.net/sa/29/d2b6da2b-60f0-4701-91b2-3a1a878d4a49_z.jpg,https://myanimelist.net/images/manga/2/276722l.jpg,6.94,10741.0,4565,True,True,78.9,182.3626,75.6693,12.9038,7.8351,80.9007,185.5076,59.0326,13.788,7.5837,0.8841999999999999,2.000699999999995,3.1450000000000102,0.2514,True
The Max Level Hero Strikes Back,https://d30womf5coomej.cloudfront.net/sa/02/adeb0f8d-daf8-4788-8bc7-815def404b5c_z.jpg,https://myanimelist.net/images/manga/2/261253l.jpg,6.9,11392.0,1059,True,True,86.0524,155.4761,78.2115,8.7033,7.7131,85.6074,127.6483,55.4767,7.956,7.306,0.7473000000000001,0.4450000000000074,27.827799999999996,0.40709972,True
Tomb Raider King,https://d30womf5coomej.cloudfront.net/sa/62/7b09e240-fd2a-4e9c-ac85-d4b54ea39778_z.jpg,https://myanimelist.net/images/manga/1/239408l.jpg,7.36,4691.0,517,True,True,127.8404,152.2239,74.4538,10.9233,7.9125,100.6409,140.4859,75.1042,14.1946,7.7662,3.2713,27.1995,11.738,0.14629984,True
Solitary Lady,https://d30womf5coomej.cloudfront.net/sa/a8/1b2a11c8-b1d1-4784-a329-f49a12061623_z.jpg,https://myanimelist.net/images/manga/2/263719l.jpg,7.06,8850.0,3293,True,True,65.1257,216.1781,65.5737,14.8508,7.3648,61.0654,233.5686,50.3718,16.1637,7.1317,1.312899999999999,4.060299999999998,17.390500000000003,0.23309994,True
The Legendary Moonlight Sculptor,https://d30womf5coomej.cloudfront.net/sa/b3/c34e940e-6f46-4380-82c8-194393845bf6_z.jpg,https://myanimelist.net/images/manga/1/261859l.jpg,7.47,3564.0,2410,True,True,103.5621,160.5703,74.4087,10.3992,7.7896,65.6842,143.0496,72.2932,10.6351,7.5264,0.2358999999999991,37.8779,17.520700000000005,0.2631998,True
Villainess in Love,https://d30womf5coomej.cloudfront.net/sa/b3/85ee62d4-eb8f-4abd-92d5-5b77393fea8d_z.jpg,https://myanimelist.net/images/manga/2/270238l.jpg,7.63,2415.0,3096,True,True,88.1469,173.8556,73.2093,14.6217,7.916,41.7293,198.3779,42.4268,11.1525,5.647,3.4692000000000007,46.4176,24.5223,2.269,True
A Wicked Tale of Cinderella's Stepmom,https://d30womf5coomej.cloudfront.net/sa/1b/c76e8194-1325-438a-991c-c0c59d417603_z.jpg,https://myanimelist.net/images/manga/1/256700l.jpg,7.6,2647.0,4957,True,True,57.2783,181.0878,72.599,13.7196,7.775,78.8924,177.9539,88.0784,13.4996,7.4867,0.22000000000000064,21.614099999999993,3.133899999999983,0.28830004,True
When the Villainess is in Love,https://d30womf5coomej.cloudfront.net/sa/0b/84b1c32e-2ced-4173-9546-1c43294e6739_z.jpg,https://myanimelist.net/images/manga/2/263114l.jpg,6.76,13879.0,3597,True,True,53.0813,216.715,63.3628,11.0187,7.2017,99.9969,123.3741,70.5451,10.7896,5.5607,0.22910000000000075,46.9156,93.3409,1.6410003,True
I Shall Master this Family,https://d30womf5coomej.cloudfront.net/sa/4f/76c950e8-7b8a-4ed3-ad29-631086fc390b_z.jpg,https://myanimelist.net/images/manga/3/274102l.jpg,8.32,348.0,956,True,True,79.9219,184.4008,70.3663,12.6467,7.7897,58.3798,220.4736,65.3914,11.1068,6.4778,1.5398999999999994,21.54209999999999,36.0728,1.3119001,True
Daughter of the Emperor,https://d30womf5coomej.cloudfront.net/sa/86/d147ab31-b114-46c1-be3d-1785ee6ecc97_z.jpg,https://myanimelist.net/images/manga/2/222277l.jpg,6.84,12426.0,3075,True,True,46.869,209.4838,58.2174,8.6696,7.2505,45.978,179.9982,94.371,10.3006,5.7121,1.6309999999999985,0.8909999999999982,29.485600000000005,1.5384002,True
Descent of the Demon Master,https://d30womf5coomej.cloudfront.net/sa/46/b8522ce9-83f2-4cc9-a404-b60dff42086f_z.jpg,https://myanimelist.net/images/manga/1/262743l.jpg,6.58,16880.0,3252,True,True,170.7174,131.1002,52.6561,5.9375,7.4243,119.1648,140.3331,90.0451,5.8844,7.533,0.0530999999999997,51.5526,9.2329,0.1086998,True
Latna Saga: Survival of a Sword King,https://d30womf5coomej.cloudfront.net/sa/dd/c3948fec-4e10-443c-b8e4-9c18ce7faccf_z.jpg,https://myanimelist.net/images/manga/2/260817l.jpg,7.83,1423.0,782,True,True,144.5802,107.0964,63.8183,9.7158,7.5143,94.1958,153.289,81.2177,11.5931,7.906,1.8773,50.384399999999985,46.192599999999985,0.39170027,True
I Fell into a Reverse Harem Game! ,https://d30womf5coomej.cloudfront.net/sa/8e/65126df4-783c-4a07-9d6b-3d4ceae1b52b_z.jpg,https://myanimelist.net/images/manga/3/262116l.jpg,7.07,8580.0,5073,True,True,55.0713,73.7395,64.9979,8.7554,7.3362,54.1457,83.9334,67.7178,7.7166,7.4953,1.0388000000000002,0.9256000000000029,10.1939,0.15909958,True
Little Rabbit and the Big Bad Leopard,https://d30womf5coomej.cloudfront.net/sa/ef/91c097ad-6b99-43b3-8798-3d8e4f48097f_z.jpg,https://myanimelist.net/images/manga/2/274100l.jpg,7.74,1796.0,3245,True,True,75.7711,165.6504,77.4655,11.9042,7.7967,30.0499,214.7687,56.2008,13.185,7.0229,1.280800000000001,45.7212,49.118300000000005,0.7737999,True
Not-Sew-Wicked Stepmom,https://d30womf5coomej.cloudfront.net/sa/97/d9314635-e403-4f0e-b3a3-68c0d1f8f682_z.jpg,https://myanimelist.net/images/manga/3/264637l.jpg,7.49,3399.0,2998,True,True,52.2969,191.9399,69.0599,20.2867,7.5582,42.087,207.0676,69.3174,18.1344,6.7102,2.1523000000000003,10.209899999999998,15.127700000000004,0.84800005,True
I Am the Real One,https://d30womf5coomej.cloudfront.net/sa/c0/eeb38441-7a83-411e-8179-7ddeb44a5389_z.jpg,https://myanimelist.net/images/manga/1/261138l.jpg,7.37,4539.0,2232,True,True,70.4204,203.6769,62.4102,11.7567,7.4349,61.5776,192.3213,82.2369,14.25,7.2925,2.4932999999999996,8.842800000000004,11.355599999999981,0.14239979,True
My Three Tyrant Brothers,https://d30womf5coomej.cloudfront.net/sa/c7/aaa6f287-6021-40cc-b1c6-6ce695bd1207_z.jpg,https://myanimelist.net/images/manga/1/264124l.jpg,6.66,15578.0,7469,True,True,46.3499,189.3082,80.6893,11.0429,7.1424,85.8164,152.0537,80.4558,16.8881,7.8283,5.845200000000002,39.4665,37.25450000000001,0.6859002,True
Wistful Summer,https://d30womf5coomej.cloudfront.net/sa/fd/449fbe54-dc9e-4acb-9a2f-f06b27ee22f2_z.jpg,https://myanimelist.net/images/manga/1/264998l.jpg,,46290.0,35180,True,True,67.0072,187.6979,72.5552,7.1254,7.6665,73.6554,191.1835,62.5677,10.7699,7.4643,3.6445,6.648200000000003,3.485600000000005,0.20219994,True
My Fair Footman,https://d30womf5coomej.cloudfront.net/sa/3f/1bf2251f-65a8-4a4f-9046-6e21d0c6ce00_z.jpg,https://myanimelist.net/images/manga/2/263008l.jpg,6.92,11081.0,11148,True,True,66.5185,167.3313,82.6963,13.1608,7.781,38.4971,195.7294,70.4121,13.9546,7.3068,0.7937999999999992,28.0214,28.3981,0.47420025,True
Second Life Ranker,https://d30womf5coomej.cloudfront.net/sa/91/29bf97c4-e588-4acf-88e2-59d0fbb8ad93_z.jpg,https://myanimelist.net/images/manga/2/261257l.jpg,7.56,2950.0,670,True,True,105.6692,146.2379,80.6891,15.0488,7.8382,93.7593,138.5308,78.5677,14.7038,7.8926,0.34500000000000064,11.909900000000007,7.707099999999997,0.054399967,True
I Was Tricked into this Fake Marriage!,https://d30womf5coomej.cloudfront.net/sa/0f/b012b220-ee2a-4991-9d04-453977d7b6e4_z.jpg,https://myanimelist.net/images/manga/2/262238l.jpg,7.34,4919.0,3998,True,True,87.7719,169.4741,75.9148,14.9488,7.8559,72.3619,193.6891,74.6755,13.9663,7.7204,0.9824999999999999,15.409999999999997,24.215000000000003,0.13549995,True
The Villainess is a Marionette,https://d30womf5coomej.cloudfront.net/sa/79/85c453f8-fd7e-4eaa-acbd-29370520a7cb_z.jpg,https://myanimelist.net/images/manga/1/317205l.jpg,7.32,5141.0,1892,True,True,50.8723,205.9405,61.4453,15.8012,7.438,66.7079,241.0664,29.739,10.0496,6.6582,5.7516,15.835599999999992,35.1259,0.7798004,True
The Viridescent Tiara,https://d30womf5coomej.cloudfront.net/sa/4c/67238937-ac94-4326-8c0e-b115a605b2c3_z.jpg,https://myanimelist.net/images/manga/3/297529l.jpg,7.13,7675.0,5376,True,True,31.3506,221.8807,55.8045,12.4833,6.8107,57.252,187.8931,72.7778,13.1667,7.4406,0.6834000000000007,25.901400000000002,33.987599999999986,0.6299,True
The Villainess is Retiring,https://d30womf5coomej.cloudfront.net/sa/ca/b2a81628-3373-46d9-9876-b3837e1ff739_z.jpg,https://myanimelist.net/images/manga/3/262126l.jpg,7.28,5643.0,5485,True,True,85.9669,192.2888,77.3368,16.2129,7.75,77.5237,206.0156,72.3184,15.5687,7.2968,0.6442000000000014,8.44319999999999,13.726799999999997,0.45319986,True
The Tyrant's Sister,https://d30womf5coomej.cloudfront.net/sa/7f/4bcf4447-b139-4b03-98dd-871a5d786ab0_z.jpg,https://myanimelist.net/images/manga/1/262133l.jpg,6.64,15901.0,8782,True,True,82.4498,169.0766,70.134,11.7833,7.7403,57.408,197.6133,83.83,6.6911,7.179,5.092200000000001,25.041799999999995,28.536699999999996,0.5613003,True
I Belong to House Castielo,https://d30womf5coomej.cloudfront.net/sa/fd/9af4c458-373d-45ba-b523-ae87bbd45323_z.jpg,https://myanimelist.net/images/manga/3/298165l.jpg,6.43,18849.0,5301,True,True,82.4962,194.3924,69.9214,15.7788,7.4973,90.3096,225.1827,56.604,13.8849,7.3885,1.8939000000000004,7.8134000000000015,30.790300000000002,0.108799934,True
Lady Evony,https://d30womf5coomej.cloudfront.net/sa/9c/85cecc54-ca7d-4053-9003-b01c6a465020_z.jpg,https://myanimelist.net/images/manga/2/262249l.jpg,6.94,10744.0,8686,True,True,71.6691,144.6372,89.9693,10.545,7.6355,39.7264,173.3836,78.8837,8.5034,7.4143,2.0416000000000007,31.942700000000002,28.746399999999994,0.22119999,True
The Duke's Servant,https://d30womf5coomej.cloudfront.net/sa/16/26562038-3dc9-4272-b92f-bb9d5882c6dd_z.jpg,https://myanimelist.net/images/manga/3/331670l.jpg,,55190.0,63112,True,True,80.4016,136.3368,72.0408,9.6204,7.5574,79.7134,138.7351,68.0233,7.2011,7.5371,2.4193,0.688200000000009,2.3982999999999777,0.020300388,True
Kill the Villainess,https://d30womf5coomej.cloudfront.net/sa/dc/51b6bbde-3655-4b0f-8d76-9ac951d1909b_z.jpg,https://myanimelist.net/images/manga/4/291250l.jpg,7.94,1048.0,1438,True,True,150.2886,125.838,77.4218,15.7233,7.7339,102.228,94.1962,51.1979,12.8341,7.3573,2.8892000000000007,48.06060000000001,31.64179999999999,0.37660027,True
The Villainess Flips the Script!,https://d30womf5coomej.cloudfront.net/sa/11/ca37dc1d-bd5e-47d3-aa7b-43d6d9c33b84_z.jpg,https://myanimelist.net/images/manga/3/288109l.jpg,7.87,1251.0,2291,True,True,51.9294,182.6173,77.1471,10.8483,7.6723,45.6128,203.0299,72.6462,13.6414,7.2501,2.793100000000001,6.316600000000001,20.412599999999998,0.42219973,True
The Male Lead's Little Lion Daughter,https://d30womf5coomej.cloudfront.net/sa/96/86496174-c0ee-425a-9980-74688bb9d8e3_z.jpg,https://myanimelist.net/images/manga/3/263090l.jpg,8.02,842.0,1704,True,True,86.2598,133.5067,83.0078,14.9346,7.8401,70.4112,159.8681,83.6434,16.7868,7.5976,1.8521999999999998,15.848600000000005,26.361400000000003,0.24249983,True
The Lady Needs a Break,https://d30womf5coomej.cloudfront.net/sa/0d/7ca0e01a-aeaf-4f69-9a89-58c282dc0404_z.jpg,https://myanimelist.net/images/manga/3/262568l.jpg,6.95,10469.0,5690,True,True,72.0634,183.6168,68.7222,11.7012,7.7994,62.219,208.7795,69.5737,9.0172,7.4282,2.6839999999999993,9.8444,25.1627,0.37120008,True
I Married the Male Lead's Dad,https://d30womf5coomej.cloudfront.net/sa/54/4a0a0bbd-7b26-4cb4-86e3-9399c94bd026_z.jpg,https://myanimelist.net/images/manga/2/317207l.jpg,7.51,3259.0,3478,True,True,25.2733,218.2753,54.2111,13.9158,6.7857,44.775,206.2583,51.8251,15.0816,7.3199,1.165799999999999,19.5017,12.016999999999996,0.5342002,True
I Wasn't the Cinderella,https://d30womf5coomej.cloudfront.net/sa/bf/27ff25e4-2625-444e-bd28-b3c2e30caf08_z.jpg,https://myanimelist.net/images/manga/1/274098l.jpg,6.81,12877.0,7521,True,True,84.4795,162.7245,77.3129,14.9146,7.8189,59.0131,168.0983,69.0504,11.4645,7.6976,3.450100000000001,25.4664,5.373799999999989,0.12130022,True
A Tender Heart: The Story of How I Became a Duke&rsquo;s Maid,https://d30womf5coomej.cloudfront.net/sa/9c/82dc9b6c-0059-4d55-96e1-9f449c48b013_z.jpg,https://myanimelist.net/images/manga/2/237317l.jpg,6.66,15562.0,3094,True,True,46.6082,204.6695,67.2251,12.325,7.3343,60.2872,211.2832,67.2142,12.4382,7.2418,0.11320000000000086,13.679000000000002,6.613699999999994,0.09250021,True
The Taming of the Tyrant,https://d30womf5coomej.cloudfront.net/sa/7b/7e215890-1fef-4572-9519-ec3331b31bde_z.jpg,https://myanimelist.net/images/manga/1/284083l.jpg,7.02,9483.0,3537,True,True,102.9364,136.6641,77.1256,14.485,7.8577,64.5568,172.5072,72.4157,17.5409,7.6713,3.055900000000001,38.37960000000001,35.84310000000002,0.18639994,True
Lady Chef Royale,https://d30womf5coomej.cloudfront.net/sa/03/428a3ae2-1e02-4e41-a5d9-97dce274b249_z.jpg,https://myanimelist.net/images/manga/1/262683l.jpg,6.75,13963.0,5982,True,True,60.4863,223.6485,54.9572,14.4979,6.9667,72.0211,225.3381,60.3669,14.6171,7.1154,0.11920000000000108,11.534800000000004,1.6895999999999844,0.14869976,True
Master Villainess the Invincible!,https://d30womf5coomej.cloudfront.net/sa/4d/b6fab715-4f0d-418b-97ed-7655b4c612be_z.jpg,https://myanimelist.net/images/manga/2/262394l.jpg,7.39,4340.0,4715,True,True,94.3837,158.2081,74.5254,13.6725,7.8001,76.0235,158.51,86.8107,12.1456,7.6172,1.5268999999999995,18.360200000000006,0.3018999999999892,0.18289995,True
Jack: The American Ghost,https://d30womf5coomej.cloudfront.net/sa/0f/1adf2c3b-4cfe-4bb0-a754-fc6f907cf62d_z.jpg,https://myanimelist.net/images/manga/1/331272l.jpg,,55093.0,52983,True,True,16.9711,228.0337,47.0063,4.5483,4.7327,36.8067,85.0428,94.9781,5.72,5.6034,1.1716999999999995,19.8356,142.9909,0.87070036,True
Roxana,https://d30womf5coomej.cloudfront.net/sa/64/c8bf5290-50ab-47d0-befd-4f11422a158d_z.jpg,https://myanimelist.net/images/manga/2/261513l.jpg,8.11,658.0,1363,True,True,156.1967,141.7209,70.874,14.2688,7.7078,130.3928,149.6401,71.5103,17.1719,7.7624,2.9031000000000002,25.8039,7.919199999999989,0.05460024,True
"Into the Light, Once Again",https://d30womf5coomej.cloudfront.net/sa/a1/ee988045-31ed-473f-8a96-fe4aa1b7efe6_z.jpg,https://myanimelist.net/images/manga/1/291680l.jpg,7.53,3125.0,2035,True,True,35.7477,189.7434,78.798,11.1583,7.2301,39.6792,191.7536,71.5606,15.1272,7.2312,3.9688999999999997,3.9314999999999998,2.0101999999999975,0.0011000633,True
Path to You,https://d30womf5coomej.cloudfront.net/sa/c5/f5b4a54d-a51d-431c-b863-591f89ba66cc_z.jpg,https://myanimelist.net/images/manga/1/332825l.jpg,,55328.0,61327,True,True,62.0901,174.841,55.5584,5.7571,7.2319,39.3452,214.0743,57.0824,6.3007,7.1078,0.5435999999999996,22.7449,39.233299999999986,0.12410021,True
Charlotte and Her 5 Disciples,https://d30womf5coomej.cloudfront.net/sa/96/fb31a741-a571-46dc-b066-13b8862ec7d7_z.jpg,https://myanimelist.net/images/manga/1/248755l.jpg,7.17,7084.0,3916,True,True,30.6235,217.0007,49.4662,17.2725,6.8742,51.9123,186.6395,74.5314,12.3586,7.497,4.913900000000002,21.288800000000002,30.361199999999997,0.62280035,True
Princess in the Rough,https://d30womf5coomej.cloudfront.net/sa/9c/d0b60f21-4177-4ff5-8c99-ab9c0399af73_z.jpg,https://myanimelist.net/images/manga/3/262065l.jpg,6.41,19092.0,6653,True,True,108.4829,166.5546,88.3449,11.6629,7.7676,100.4218,139.3147,80.3353,11.2767,7.9452,0.38620000000000054,8.061099999999996,27.239900000000006,0.1775999,True
Lost and Found,https://d30womf5coomej.cloudfront.net/sa/a5/bc0ea4c7-a189-46bd-b79b-8b2a577f349a_z.png,https://myanimelist.net/images/manga/1/339913l.jpg,,,39176,True,True,112.6483,187.4942,60.0895,6.3696,7.5545,59.0719,186.6113,71.6023,11.093,7.4252,4.7234,53.57640000000001,0.8829000000000065,0.12930012,True
Kill the Hero,https://d30womf5coomej.cloudfront.net/sa/4b/9d449342-2c18-46dc-8f10-77630ff268c4_z.jpg,https://myanimelist.net/images/manga/3/260795l.jpg,7.2,6687.0,1437,True,True,99.1097,166.9779,73.3446,9.7183,7.8988,123.1156,145.5362,71.2743,7.6528,7.7175,2.0654999999999992,24.005899999999997,21.441699999999997,0.18129969,True
Revolutionary Princess Eve,https://d30womf5coomej.cloudfront.net/sa/04/054ad21c-3ae3-472f-ad88-e006d4bd4349_z.jpg,https://myanimelist.net/images/manga/1/262460l.jpg,7.6,2653.0,4106,True,True,118.98,146.1887,75.5328,16.9871,7.9038,119.6102,150.7406,80.8924,14.822,7.8497,2.1651000000000025,0.6302000000000021,4.551899999999989,0.054100037,True
"I Dream of Health, Wealth, and a Long Life",https://d30womf5coomej.cloudfront.net/sa/61/8ac29ced-1352-48dd-857c-b5982ecde6d0_z.jpg,https://myanimelist.net/images/manga/1/262364l.jpg,6.7,14893.0,11327,True,True,73.6879,191.064,72.498,15.1862,7.6942,57.9547,189.9267,71.5264,16.22,7.5731,1.0337999999999994,15.733199999999997,1.137299999999982,0.12109995,True
SSS-Class Revival Hunter ,https://d30womf5coomej.cloudfront.net/sa/0b/51bc6052-19c3-4dc5-8ce0-6fdc158e5904_z.jpg,https://myanimelist.net/images/manga/1/263446l.jpg,8.31,351.0,302,True,True,108.7864,129.5068,79.4941,13.2267,7.818,44.6533,152.7599,98.0392,12.0441,7.1632,1.182599999999999,64.1331,23.25309999999999,0.65479994,True
The Falcon Princess,https://d30womf5coomej.cloudfront.net/sa/d9/7049bc94-357f-49ef-84b5-568503d9b3a3_z.jpg,https://myanimelist.net/images/manga/1/264776l.jpg,7.1,8228.0,8061,True,True,84.3173,208.3046,61.2704,14.7012,7.545,81.7084,205.8788,62.4022,15.3818,7.5881,0.6806000000000001,2.6089000000000055,2.425799999999981,0.04309988,False
The Lady and Her Butler,https://d30womf5coomej.cloudfront.net/sa/97/f908254e-e2a7-4a27-82dc-e42cd5c01a15_z.jpg,https://myanimelist.net/images/manga/2/242877l.jpg,7.52,3218.0,5398,True,True,92.0654,176.4459,86.841,5.5512,6.72,108.5294,214.8551,68.1443,6.4622,5.512,0.9110000000000005,16.464,38.4092,1.2079997,True
For Better or For Worse,https://d30womf5coomej.cloudfront.net/sa/a7/3057e5f9-9ea1-4322-9a86-7b94d6ba8328_z.jpg,https://myanimelist.net/images/manga/2/262082l.jpg,7.81,1504.0,4165,True,True,57.5496,212.6532,55.1967,12.3075,7.262,62.2542,168.2897,84.6041,9.9261,7.3591,2.3813999999999993,4.704599999999999,44.36349999999999,0.09709978,True
Saving My Sweetheart,https://d30womf5coomej.cloudfront.net/sa/fa/ec2e1ba7-ef8b-4c3d-8e50-267405c9428f_z.jpg,https://myanimelist.net/images/manga/1/264638l.jpg,7.71,1928.0,3614,True,True,105.7569,180.8791,85.2556,12.4612,7.7091,115.2037,182.7936,83.9714,14.7998,7.7612,2.3385999999999996,9.446799999999996,1.9145000000000039,0.05210018,True
A Talented Maid,https://d30womf5coomej.cloudfront.net/sa/ad/c78f3c1a-cc7f-47be-8350-1f2ef33b2086_z.jpg,https://myanimelist.net/images/manga/3/261796l.jpg,7.17,7092.0,5306,True,True,65.1402,159.1902,75.7954,10.6692,7.8575,51.4773,180.3394,70.8319,11.3834,7.7507,0.7142,13.662899999999993,21.149200000000008,0.10680008,True
Author of My Own Destiny,https://d30womf5coomej.cloudfront.net/sa/c2/45ee7d43-df35-40fb-acf8-f20b09c0e4da_z.jpg,https://myanimelist.net/images/manga/2/288111l.jpg,7.56,2950.0,2118,True,True,43.2039,198.753,69.1104,15.31,7.2776,48.7654,198.8368,68.0869,15.5769,7.3715,0.2668999999999997,5.561500000000002,0.08380000000002497,0.0939002,True
The Antagonist's Pet,https://d30womf5coomej.cloudfront.net/sa/8d/b8518ccc-5221-4378-ac3e-2f8af5ed8363_z.jpg,https://myanimelist.net/images/manga/3/263012l.jpg,7.11,7988.0,7935,True,True,175.3507,142.1925,79.3761,11.9387,7.729,77.1502,192.7198,73.7135,16.967,7.663,5.028299999999998,98.20049999999999,50.5273,0.065999985,True
Villainesses Have More Fun,https://d30womf5coomej.cloudfront.net/sa/2d/481520dd-5801-4a9b-9c24-d3cd002a0665_z.jpg,https://myanimelist.net/images/manga/2/264470l.jpg,6.65,15660.0,5245,True,True,92.5181,185.5125,72.2569,17.0008,7.7839,88.612,202.9168,75.7692,15.5026,7.4936,1.4982000000000024,3.9061000000000092,17.404300000000006,0.2902999,True
